Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. zaèetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip   štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlaèilci;Dnevni NOO;Tip
R3;645;1189;ZADVOR - ŠMARTNO P.LITIJI;0;26.927;437;Besnica;QLTC10;1.599;31;1.472;7;64;14;7;1;3;12;PLDP
R3;646;1194;ŠKOFLJICA  -  ŠMARJE-SAP;0;3.640;;;P;1.600;35;1.414;40;80;10;15;5;1;30;PLDP
R3;646;1443;ŠMARJE - SAP - CIKAVA;0;2.774;288;Šmarje - Sap;QLTC10;3.196;67;2.734;53;261;26;32;15;8;59;PLDP
R3;646;1444;CIKAVA  -  GROSUPLJE;0;2.141;273;Cikava;QLTC8;13.836;72;11.864;88;1.216;135;116;142;203;341;PLDP
R3;646;1195;GROSUPLJE - IVANÈNA GOR.;0;14.046;436;Zgornja Draga;QLTC8;2.022;46;1.704;24;158;32;39;9;10;83;WIM
R3;647;1172;PEROVO - GROSUPLJE;0;1.480;561;Grosuplje;QLTC10;7.612;38;6.551;106;666;93;61;34;63;156;PLDP
R3;647;1151;GROSUPLJE;0;308;;;P;8.800;50;7.755;80;700;65;55;30;65;136;PLDP
R3;647;1173;GROSUPLJE - MLAÈEVO;0;2.317;275;Veliko Mlaèevo;QLTC10;6.874;50;6.069;40;531;51;51;26;56;105;PLDP
R3;647;1174;MLAÈEVO - PLEŠIVICA;0;3.230;276;Veliko Mlaèevo 2;MWTC1;1.150;15;975;10;55;15;75;5;0;48;PLDP
R3;647;1174;PLEŠIVICA - KRKA;3.230;15.062;;;P;450;5;413;2;20;3;5;1;1;5;PLDP
R3;647;1368;MLAÈEVO - VIDEM;0;12.000;388;Malo Mlaèevo;QLTC10;3.209;18;2.779;21;272;29;34;16;40;67;PLDP
R3;647;1368;VIDEM - RAŠICA;12.000;18.935;784;Predstruge;MWTC1;1.550;15;1.206;37;120;11;120;21;20;104;PLDP
R3;648;2912;VIDEM - PRI CERKVI STRUGE;0;10.392;785;Kompolje;MWTC1;850;7;697;10;70;49;1;9;7;25;PLDP
R3;648;3601;PRI CERKVI STRUGE - ZVIRÈE;0;4.800;461;Zvirèe 1;MWTC1;237;9;202;6;12;8;0;0;0;4;PLDP
R3;648;3601;ZVIRÈE - SMUKA;4.800;14.695;463;Zvirèe 3;MWTC1;260;1;212;7;27;1;9;2;1;10;PLDP
R3;649;2915;ZAGRADEC - AMBRUS-ŽVIRÈE;0;10.951;462;Zvirèe 2;MWTC1;170;3;129;0;26;8;3;1;0;4;PLDP
R3;650;1159;ŽUŽEMBERK - PLUSKA;0;13.762;269;Dobrava;QLTC10;986;37;816;8;85;14;11;5;10;21;PLDP
R3;651;1198;MIRNA PEÈ - NOVO MESTO (BUÈNA VAS);0;7.346;;;P;2.400;15;2.160;5;140;25;30;15;10;38;PLDP
R3;651;0399;NOVO MESTO (BUÈNA VAS - KRKA);0;1.090;;;P;11.600;30;10.290;35;900;100;85;75;85;180;PLDP
R3;651;0252;PRIKLJ. NM ZAHOD - V. BUÈNA VAS;0;1.900;194;NM Karteljevo;QLTC8;9.495;35;8.227;45;862;94;72;76;84;176;PLDP
R3;651;0252;V. BUÈNA VAS - NM BUÈNA VAS;1.900;2.655;;;P;10.600;35;9.290;50;880;100;80;80;85;187;PLDP
R3;651;1492;ŠENTJURIJ-MIRNA PEÈ;0;3.088;929;Mirna Peè 2;QLTC10;1.860;14;1.644;4;140;19;24;9;6;27;PLDP
R3;652;1457;MORAVÈE - ÈATEŽ;0;6.200;283;Èatež;QLTC10;502;8;416;1;47;11;14;2;3;13;PLDP
R3;652;1457;ÈATEŽ - TREBNJE;6.200;16.117;173;Velika Loka;QLTC10;2.160;30;1.873;5;170;25;27;10;20;40;PLDP
R3;653;1363;SODRAŽICA - HRIB;0;11.150;385;Travna gora;MWTC1;888;5;754;3;93;14;13;2;4;15;PLDP
R3;653;1364;HRIB - PODPLANINA;0;18.860;506;MP Podplanina;ROÈNO;15;3;10;0;1;1;0;0;0;0;PLDP
R3;654;3611;ŠTALCERJI - KOÈ. REKA;0;5.835;465;Koèevska Reka;QLTC10;1.106;33;938;5;80;8;9;9;24;29;PLDP
R3;655;6643;DOL. VAS  -  GOTEN. - KOÈ. REKA;0;16.525;162;Grèarice;MWTC1;950;32;750;11;78;12;12;4;51;48;PLDP
R3;656;3651;KOÈEVSKA REKA - BOROVEC;0;6.035;;;P;190;5;179;4;2;0;0;0;0;2;PLDP
R3;656;3619;BOROVEC  -  DRAGARJI;0;3.498;;;P;45;1;39;1;4;0;0;0;0;0;PLDP
R3;656;3650;DRAGARJI - GOZDNA CESTA (OSILNICA);0;1.371;;;P;5;0;3;0;0;0;2;0;0;1;PLDP
R3;656;3650;GOZDNA CESTA (OSILNICA) - OSILNICA;1.371;10.619;;;P;45;3;35;0;5;1;1;0;0;1;PLDP
R3-NK;656;N3650;OBVOZNICA OSILNICA;0 ;427 ;;;P;50;2;42;4;2;0;0;0;0;2;PLDP
R3;657;3610;PETRINA - GRIVAC-MIRTOVIÈI;0;11.325;743;Petrina 2;QLTC10;216;9;180;1;22;2;2;0;0;2;PLDP
R3;657;1345;BOSLJIVA LOKA - OSILNICA;0;9.520;445;Osilnica;MWTC1;180;2;122;0;46;4;6;0;0;4;PLDP
R3;658;2517;DOBLIÈE - SV.ANA-STARI TRG;0;9.865;468;Stari trg;MWTC1;520;5;408;2;86;8;7;2;2;9;PLDP
R3;658;1450;STARI TRG ;0;1.203;;;P;600;15;549;1;25;10;0;0;0;2;PLDP
R3;658;1433;STARI TRG - BREZOVICA;0;8.464;452;Predgrad;QLTC10;635;19;534;1;62;7;5;2;5;9;PLDP
R3;659;3616;STARI TRG - KOT;0;3.599;;;P;240;5;199;8;18;6;1;1;2;7;PLDP
R3;659;2515;KOT - SODEVCI;0;780;509;MP Sodevci;ROÈNO;30;3;12;0;15;0;0;0;0;0;PLDP
R3;660;1213;ÈRNOMELJ (KOÈEVJE - VINIŠKA CESTA);0;1.061;;;P;4.850;60;4.295;30;380;20;40;15;10;53;PLDP
R3;660;1179;ÈRNOMELJ - DOLENJCI;0;9.810;281;Èrnomelj;QLTC10;2.439;22;2.196;10;159;11;33;4;4;28;PLDP
R3;660;1342;DOLENJCI - VRHOVCI;0;3.680;451;Dolenjci 2;MWTC1;1.075;7;937;19;92;14;2;3;1;15;PLDP
R3;660;1342;VRHOVCI - ŽUNIÈI;3.680;8.730;;;P;400;2;382;2;10;2;1;0;1;2;PLDP
R3;660;1342;ŽUNIÈI - MP ŽUNIÈI;8.730;9.390;508;MP Žunièi;ROÈNO;70;0;69;0;1;0;0;0;0;0;PLDP
R3;661;1210;MEJA RH - KRMAÈINA - DRAŠIÈI;0;5.000;301;Drašièi;MWTC1;455;5;382;11;33;23;1;0;0;10;PLDP
R3;661;1210;DRAŠIÈI - METLIKA;5.000;9.270;745;Drašièi;QLD;715;6;663;2;34;3;6;1;0;5;PLDP
R3;662;5407;METLIKA - RADOVIÈI;0;3.000;;;P;800;5;714;8;45;18;8;1;1;12;PLDP
R3;662;5407;RADOVIÈI - MP BOŽAKOVO;3.000;8.130;525;MP Božakovo;ROÈNO;10;0;7;0;1;2;0;0;0;0;PLDP
R3;663;5401;BUŠINJA VAS - RADOVICA;0;4.594;;;P;190;4;155;1;10;11;9;0;0;7;PLDP
R3;663;5404;RADOVICA - OSTRIŽ;0;3.500;;;P;100;0;92;0;7;1;0;0;0;0;PLDP
R3;664;2501;GABER -  URŠNA S. - NOVO M.;0;22.148;164;Ljuben;QLTC10;2.435;15;2.227;15;137;9;23;4;5;26;PLDP
R3;665;1191;LJUBEŽ V LAZIH - SOPOTA;0;15.100;;;P;250;2;230;2;2;8;5;1;0;6;PLDP
R3;665;1191;SOPOTA - RADEÈE;15.100;28.032;285;Jagnjenica;QLTC10;1.161;24;1.044;6;59;9;11;4;4;15;PLDP
R3;666;8115;SOPOTA - PODKUM-ZAGORJE;0;10.370;703;Zagorje 3;MWTC1;1.100;7;966;9;86;13;15;3;1;17;PLDP
R3;667;1385;ZBURE - ŠMARJEŠKE TOPLICE;0;5.140;565;Zbure 2;QLTC10;1.888;25;1.649;27;107;23;37;8;12;47;PLDP
R3;667;1385;ŠMARJEŠKE TOPLICE - DOLENJE KRONOVO;5.140;6.698;402;Šmarješke Toplice;QLTC10;4.543;41;4.094;33;272;38;39;11;15;58;PLDP
R3;668;5846;GABRJE - RATEŽ;0;5.581;475;Gabrje;MWTC1;1.265;34;1.060;7;127;20;15;1;1;16;PLDP
R3;670;1244;BIZELJSKO  -  OREŠJE;0;5.260;435;MP Bizeljsko (Orešje);ROÈNO;174;9;111;5;30;8;10;1;0;9;PLDP
R3;671;2237;KRIŽAJ - PODBOÈJE-ŠUTNA;0;3.846;191;Podboèje;MWTC1;674;4;604;2;55;5;4;0;0;4;PLDP
R3;671;3921;ŠUTNA - PLANINA V PODBOÈJU;0;10.050;;;P;20;0;18;1;1;0;0;0;0;0;PLDP
R3;672;1337;IMPOLJCA - ZAVRATEC;0;4.900;;;P;1.400;20;1.244;10;90;15;12;4;5;19;PLDP
R3;672;1338;ZAVRATEC - SMEDNIK;0;9.229;369;Podlipa;QLTC10;1.784;20;1.583;15;134;9;16;2;5;21;PLDP
R3;672;3927;SMEDNIK - ZAMEŠKO-KOSTANJEVICA;0;9.176;183;Dolenje Ravno;MWTC1;1.755;37;1.464;14;188;24;11;11;6;27;PLDP
R3;673;1340;DRNOVO - KRIŽAJ;0;5.705;371;Malo Mraševo;QLTC10;2.899;35;2.526;9;220;31;42;13;23;54;PLDP
R3;674;1384;ZAVRATEC - ŠKOCJAN;0;10.495;401;Škocjan 2;MWTC1;1.290;18;977;30;174;10;55;22;4;59;PLDP
R3;675;1207;ÈATEŽ OB SAVI - MOKRICE;0;7.479;184;Ribnica;MWTC1;858;18;731;12;81;6;10;0;0;12;PLDP
R3;675;1481;MOKRICE  -  OBREŽJE - SLOV. VAS;0;2.687;677;MP Slovenska vas;QLTC44;3.977;25;3.537;15;390;10;0;0;0;9;PLDP
R3;676;2204;SP. POHANCA - (R1-219);0;7.740;471;Artièe;QLTC10;2.322;21;2.059;27;147;23;22;7;16;42;PLDP
R3;676;2204;(R1-219) - KAPELE;7.740;10.120;;;P;1.000;6;859;15;70;25;10;5;10;26;PLDP
R3;676;2212;KAPELE ;0;1.028;;;P;1.050;8;905;15;80;25;5;5;7;22;PLDP
R3;676;2216;KAPELE - RAKOVEC;0;2.515;513;MP Rakovec;ROÈNO;50;0;48;0;2;0;0;0;0;0;PLDP
R3;677;2203;MP  NOVA VAS - PIŠECE;0;6.019;515;MP Nova vas;ROÈNO;105;0;103;0;2;0;0;0;0;0;PLDP
R3;677;2202;PIŠECE - ZG.POHANCA-KRŠKO;0;17.355;185;Zgornja Pohanca;MWTC1;635;19;6;1;582;22;5;0;0;9;PLDP
R3;678;2215;ST.VAS - FIGAROV MOST;0;755;514;MP Stara vas;ROÈNO;130;2;127;0;1;0;0;0;0;0;PLDP
R3;679;1192;RADEÈE - BREG;0;5.700;286;Loka;MWTC1;783;25;677;0;67;10;2;1;1;4;PLDP
R3;679;3909;BREG - SEVNICA;0;8.100;709;Breg;MWTC1;690;0;647;7;25;7;4;0;0;6;PLDP
R3;679;3909;SEVNICA - BLANCA;8.100;16.800;715;Gornje Brezovo;QLTC10;2.014;21;1.856;5;107;12;7;2;4;12;PLDP
R3;679;3909;BLANCA - BRESTANICA;16.800;21.757;713;Brestanica;MWTC1;1.500;15;1.371;2;94;9;4;3;2;8;PLDP
R3;680;1223;RIMSKE TOPLICE - JURKLOŠTER;0;15.040;769;Jurklošter 3;MWTC1;325;0;259;6;43;6;9;2;0;10;PLDP
R3;680;1224;JURKLOŠTER - DEŽNO;0;6.490;768;Jurklošter 2;MWTC1;350;5;293;2;36;6;4;4;0;7;PLDP
R3;681;4005;LAŠKO ;0;124;;;P;8.000;70;6.840;160;520;290;65;20;35;194;PLDP
R3;681;4006;LAŠKO - BREZE-ŠENTJUR;0;20.027;187;Šentrupert;MWTC1;450;2;382;11;35;14;6;0;0;11;PLDP
R3-NK;681;N4006;LAŠKO (most èez Savinjo);0 ;388 ;;;P;1.000;4;909;0;80;5;2;0;0;2;PLDP
R3;681;7233;ŠENTJUR(PODGORA - NOVA V);0;1.271;;;P;3.500;45;3.151;20;250;10;15;3;6;24;PLDP
R3;682;1441;LOKE - LEDINŠÈICA;0;10.080;312;Ledinšèica;MWTC1;312;3;236;6;22;34;10;0;1;15;PLDP
R3;683;1169;LESIÈNO - GOLOBINJEK;0;10.294;274;Lesièno;MWTC1;1.000;3;833;14;89;20;31;4;6;32;PLDP
R3;683;1414;IMENO - MP IMENO;0;1.015;415;MP Imeno;ROÈNO;240;1;228;1;10;0;0;0;0;0;PLDP
R3;684;7460;PRELASKO - BUÈE-KOZJE;0;7.384;428;Buèe;MWTC1;1.015;7;815;10;129;28;20;6;0;24;PLDP
R3;685;7495;TEKAÈEVO - ROGAŠKA SLAT.;0;4.114;910;Tekaèevo;QLTC10;4.943;36;4.416;30;346;39;38;10;28;64;PLDP
R3;685;7450;RODNE - MP RAJNKOVEC;0;1.733;517;MP Rajnkovec;MWTC1;725;0;702;0;23;0;0;0;0;0;PLDP
R3;686;1278;TEPANJE - ŽIÈE;0;3.641;568;Žièe 2;QLTC10;2.706;23;2.313;21;241;34;28;9;37;59;PLDP
R3;686;1279;ŽIÈE - KARTUZIJA;0;6.900;195;Škedenj;MWTC1;575;1;513;7;38;13;1;1;1;7;PLDP
R3;686;1279;KARTUZIJA - DRAMLJE;6.900;14.224;;;P;60;1;54;3;2;0;0;0;0;1;PLDP
R3;687;7207;DOLE - PONIKVA-LOÈE;0;14.140;135;Hotunje;QLTC10;1.971;24;1.773;4;126;16;16;4;8;21;PLDP
R3;688;1231;SLOV.KONJICE - ŽIÈE;0;4.840;567;Slovenske Konjice;QLTC10;6.181;46;5.356;9;517;80;63;17;93;163;WIM
R3;688;1418;ŽIÈE ;0;670;;;P;4.200;40;3.698;15;270;70;55;12;40;81;PLDP
R3;688;1232;ŽIÈE - MLAÈE;0;2.900;317;Žièe;QLTC10;4.918;49;4.290;23;404;52;47;12;41;78;PLDP
R3;688;1232;MLAÈE - POLJÈANE;2.900;9.184;667;Èadramska vas;QLTC10;2.873;44;2.517;23;212;31;29;5;12;42;PLDP
R3;688;1233;POLJÈANE - MAJŠPERK;0;16.270;318;Modraže;QLTC10;1.174;28;1.021;9;79;11;18;2;6;20;PLDP
R3;689;6252;PODLEHNIK - KOZMINCI;0;3.720;936;Zakl;QLTC10;1.174;22;1.030;17;67;9;18;3;8;25;PLDP
R3;689;6260;KOZMINCI-ŽETALE - ROGATEC;0;15.471;481;Èermožiše;QLTC10;879;14;767;5;70;8;8;2;5;12;PLDP
R3;690;1234;MAJŠPERK - JUROVCI;0;12.624;145;Stogovci;MWTC1;755;9;659;14;51;3;16;1;2;17;PLDP
R3;690;1235;TRŽEC - VIDEM;0;4.500;940;Vareja;QLTC10;2.476;19;2.249;18;153;12;19;4;2;24;PLDP
R3;690;1235;VIDEM - ZG. LESKOVEC;4.500;14.909;521;MP Leskovec;MWTC1;1.600;10;1.458;15;100;5;10;1;1;14;PLDP
R3;691;6251;ZAVRÈ - DRENOVEC;0;7.280;753;Gorièak;MWTC1;940;2;844;23;60;8;2;1;0;13;PLDP
R3;692;6223;BORL-CIRKULANE - MP MEJE;0;7.703;520;MP Meje;ROÈNO;260;2;241;0;7;10;0;0;0;2;PLDP
R3;693;2302;NOVA CERKEV - SOCKA-VITANJE;0;10.320;;;P;1.200;5;1.100;20;50;20;5;0;0;15;PLDP
R3;694;1268;VELENJE - POLZELA;0;12.000;326;Arnaèe;QLTC10;3.342;44;2.989;10;198;28;46;8;19;50;PLDP
R3;694;1268;POLZELA - DOBRTEŠA VAS;12.000;15.392;40;Breg pri Polzeli;QLTC10;6.517;68;5.754;47;454;58;83;13;40;107;PLDP
R3;695;8208;POLZELA ;0;724;;;P;2.700;35;2.360;15;130;60;80;10;10;71;PLDP
R3;695;7951;POLZELA - REÈICA;0;5.410;36;Podvin pri Polzeli ;MWTC1;850;36;682;0;68;15;42;1;6;29;PLDP
R3;695;1458;GORENJE - SOTESKA;0;2.710;578;Gorenje;QLTC8;4.248;77;3.681;26;285;52;41;26;60;96;PLDP
R3;696;7912;VELENJE - ŠKALE;0;6.670;31;Velenje;QLTC10;4.566;54;4.082;7;300;36;63;14;10;57;PLDP
R3;696;7919;ŠKALE - GRAŠKA  G.-ŠMIKLA;0;10.878;32;Plešivec;MWTC1;658;0;569;6;75;4;3;0;1;6;PLDP
R3;696;6904;SL.GRADEC - MISL.DOBRAVA;0;10.440;33;Podgorje pri Slov. Gradcu;MWTC1;2.027;18;1.754;10;160;50;25;9;1;20;WIM
R3;697;5514;NAZARJE - GORNJI GRAD;0;13.979;175;Šmartno ob Dreti;MWTC1;1.250;8;1.092;22;73;36;19;0;0;26;PLDP
R3;698;6505;MEŽICA - REHT;0;2.725;552;MT Mežica;MWTC1;420;0;382;0;38;0;0;0;0;0;PLDP
R3;699;1263;DRAVOGRAD - ÈRNEÈE;0;2.500;;;P;500;20;423;2;45;8;2;0;0;4;PLDP
R3;699;1263;ÈRNEÈE - MP LIBELIÈE;2.500;8.682;672;MT Libelièe;ROÈNO;80;10;68;0;2;0;0;0;0;0;PLDP
R3;700;1272;SL.KONJICE - OPLOTNICA;0;6.548;330;Oplotnica 2;QLTC10;1.840;28;1.664;12;101;14;15;1;5;19;PLDP
R3;700;1273;OPLOTNICA - LOŽNICA;0;9.450;331;Ložnica;QLTC10;4.299;37;3.841;26;284;58;28;7;18;53;PLDP
R3;701;1270;RUTA - LOVRENC;0;13.400;328;Lovrenc na Pohorju;QLTC10;1.774;20;1.583;28;121;10;9;1;2;21;PLDP
R3;701;1270;LOVRENC - PESEK;13.400;18.472;;;P;310;2;302;0;4;2;0;0;0;0;PLDP
R3;701;1430;PESEK - ROGLA;0;15.000;327;Pesek;MWTC1;240;24;196;0;9;11;0;0;0;2;PLDP
R3;701;1430;ROGLA - ZREÈE;15.000;17.700;734;Boharina;QLTC10;1.322;26;1.168;15;96;6;6;2;3;14;PLDP
R3;701;1430;ZREÈE - ZEÈE;17.700;21.284;711;Zreèe;QLTC10;9.367;66;8.294;107;653;81;67;16;83;159;PLDP
R3;702;2703;DRAVOGRAD - TRBONJE;0;7.150;483;Trbonje 1;MWTC1;60;0;48;0;12;0;0;0;0;0;PLDP
R3;702;2703;TRBONJE - GORTINA;7.150;7.900;485;Trbonje 3;MWTC1;1.100;1;915;16;112;17;33;3;3;31;PLDP
R3;702;2704;TRBONJE - VUZENICA;0;7.440;484;Trbonje 2;MWTC1;720;6;564;21;100;23;6;0;0;17;PLDP
R3;702;2704;VUZENICA - VUHRED;7.440;13.300;;;P;950;15;833;7;40;25;20;5;5;24;PLDP
R3;703;6307;MUTA ;0;830;;;P;1.900;25;1.750;10;65;25;15;5;5;23;PLDP
R3;703;6304;MUTA - GORTINA;0;1.610;571;Muta 2;MWTC1;1.700;13;1.484;1;138;34;24;1;5;23;PLDP
R3;703;6303;GORTINA - BISTRIŠKI JAREK;0;6.330;482;Muta;MWTC1;480;1;402;0;49;15;11;1;1;10;PLDP
R3;704;1353;RADLJE - RIBNICA;0;12.157;378;Vuhred;QLTC10;1.043;10;928;9;72;6;12;3;3;15;PLDP
R3;704;1355;RIBNICA - BREZNO;0;10.245;379;Janževski vrh;QLTC10;658;8;570;6;48;5;14;3;4;15;PLDP
R3;705;1432;RUŠE - PUŠÈAVA;0;10.100;705;Fala;MWTC1;2.230;3;1.908;72;159;27;25;32;4;71;PLDP
R3;706;6301;OŽBALT - ZG. KAPLA;0;14.230;486;Ožbalt;MWTC1;345;0;285;3;40;1;12;4;0;10;PLDP
R3;706;8802;HAJDIÈEV MLIN - GRADIŠÈE;0;2.400;;;P;180;0;168;0;2;6;0;4;0;4;PLDP
R3;707;8801;SP.SELNICA - DUH NA OSTREM VRHU;0;12.861;;;P;170;0;162;0;2;6;0;0;0;1;PLDP
R3;708;1330;ZG.KUNGOTA - MP PLAÈ;0;5.480;;;P;110;0;104;1;3;1;1;0;0;1;PLDP
R3;709;8613;MB (POBREŽJE - Èufarjeva);0 ;1.074 ;;;P;8.000;10;7.907;20;50;5;5;1;2;14;PLDP
R3;709;8613;MB (Èufarjeva - MALEÈNIK);1.074 ;1.753 ;;;P;3.000;10;2.910;20;50;5;5;0;0;12;PLDP
R3;709;8615;MB (MALEÈNIK-most) - MB (MALEÈNIK);0;750;572;Maleènik;QLTC10;7.100;81;6.574;20;357;35;26;3;4;34;PLDP
R3;709;8615;MB (MALEÈNIK) - PERNICA;750;6.750;488;Celestrina;QLTC10;3.494;42;3.238;21;153;23;12;2;3;23;PLDP
R3;709;1557;PERNICA - PRIKLJ. PERNICA;0;516;;;P;1.900;5;1.717;2;110;30;20;6;10;27;PLDP
R3;710;1292;MARIBOR - DVORJANE;0;11.965;342;Dogoše;QLTC8;10.590;87;9.615;97;634;58;58;10;31;109;PLDP
R3;710;1292;DVORJANE - PTUJ;11.965;24.748;438;Vurberk;QLTC10;2.452;34;2.226;19;134;16;15;4;4;24;PLDP
R3;710;0247;PTUJ - HAJDINA;0;2.719;637;Ptuj Zahod;QLTC10;12.520;115;11.149;86;860;146;85;25;54;160;PLDP
R3;710;0352;HAJDINA - TURNIŠÈE;0;3.350;911;Turnišèe 2;QLTC10;1.485;20;1.199;5;99;45;57;12;48;77;PLDP
R3;711;9006;FRAM - RAÈE;0;2.312;421;Raèe;QLTC10;6.668;42;5.926;4;493;35;93;17;58;103;PLDP
R3;711;9014;RAÈE ;0;550;;;P;1.750;30;1.567;33;70;20;20;5;5;34;PLDP
R3;711;9013;RAÈE - KUNGOTA-KIDRIÈEVO;0;10.888;311;Brunšvik;MWTC1;1.160;4;1.045;0;93;11;6;0;1;6;PLDP
R3;712;1331;ŽIHLAVA - JURŠINCI;0;10.400;;;P;550;10;484;4;30;14;4;2;2;9;PLDP
R3;712;1331;JURŠINCI - GABERNIK;10.400;13.000;764;Gabrnik;MWTC1;2.600;9;2.260;27;202;60;39;3;0;45;PLDP
R3;712;1331;GABERNIK - ROGOZNICA(PTUJ);13.000;21.173;363;Pacinje;QLTC8;2.730;39;2.424;16;175;33;29;4;10;37;PLDP
R3;713;4910;LJUTOMER - DORNAVA;0;24.800;733;Savci;MWTC1;1.125;8;938;20;116;33;10;0;0;20;PLDP
R3;713;4910;DORNAVA - KRIŽ.SPUHLJA;24.800;28.500;433;Dornava;QLTC10;4.602;43;4.146;21;307;32;36;6;11;45;PLDP
R3;713;4910;KRIŽ.SPUHLJA - PTUJ;28.500;31.230;425;Rogoznica;QLTC10;10.457;62;9.425;28;709;94;84;23;32;155;WIM
R3;714;1293;SV. JURIJ OB ŠÈAVNICI - GRABONOŠ;0;2.879;;;P;2.000;15;1.715;25;150;30;40;10;15;53;PLDP
R3;714;2806;GRABONOŠ - SP. IVANJCI;0;2.170;594;Spodnji Ivanjci - 1;MWTC1;1.330;1;1.086;11;167;34;22;1;8;29;PLDP
R3;714;2807;SP.IVANJCI - GORNJA RADGONA;0;9.512;595;Spodnji Ivanjci - 2;QLTC10;1.600;10;1.387;10;140;20;20;6;7;27;PLDP
R3;715;5645;M.SOBOTA - GORICA;0;5.800;42;Markišavci;QLTC10;2.796;19;2.532;8;169;16;32;5;15;36;PLDP
R3;715;5645;GORICA - LEMERJE;5.800;8.500;491;Lemerje 2;MWTC1;2.700;2;2.391;17;224;29;32;2;3;33;PLDP
R3;715;5645;LEMERJE - SKAKOVCI;8.500;14.150;490;Lemerje 3;MWTC1;1.600;0;1.463;6;102;9;17;1;2;15;PLDP
R3;716;5637;LEMERJE - GRAD;0;11.210;489;Bodonci;QLTC10;656;4;588;10;38;5;7;1;3;11;PLDP
R3;716;5640;GRAD ;0;1.450;;;P;850;4;792;10;20;21;2;0;1;10;PLDP
R3;716;5630;GRAD - KUZMA;0;4.695;761;Grad;MWTC1;650;1;598;4;44;2;0;1;0;3;PLDP
R3;717;1297;CANKOVA ;0;822;;;P;450;4;416;0;30;0;0;0;0;0;PLDP
R3;717;5614;CANKOVA - GERLINCI;0;5.200;758;Korovci;MWTC1;670;0;624;6;37;2;1;0;0;4;PLDP
R3;717;5615;KOROVCI ;0;420;;;P;350;1;319;0;30;0;0;0;0;0;PLDP
R3;717;5616;GERLINCI;0;355;;;P;250;1;239;0;10;0;0;0;0;0;PLDP
R3;718;5620;PERTOÈA - FIKŠINCI;0;4.688;759;Pertoèa;MWTC1;300;1;277;7;13;0;2;0;0;4;PLDP
R3;718;5619;FIKŠINCI ;0;984;;;P;100;1;96;0;2;1;0;0;0;0;PLDP
R3;719;5621;ROGAŠOVCI - KRAMAROVCI;0;2.953;760;Rogašovci;MWTC1;720;1;659;6;45;2;7;0;0;7;PLDP
R3;719;5622;KRAMAROVCI;0;630;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
R3;720;5624;SOTINA;0;2.266;;;P;75;0;75;0;0;0;0;0;0;0;PLDP
R3;721;1317;PETROVCI - MARTINJE;0;10.000;714;Gor. Petrovci;MWTC1;840;1;781;4;52;0;2;0;0;3;PLDP
R3;721;1317;MARTINJE -  KUZMA;10.000;16.360;356;Doliè;MWTC1;1.190;4;1.040;14;94;5;25;0;8;25;PLDP
R3;721;1317;KUZMA - MP KUZMA;16.360;19.748;;;P;800;6;738;10;35;5;5;0;1;8;PLDP
R3;722;1446;MP MARTINJE - MARTINJE;0;310;524;MP Martinje;ROÈNO;60;6;46;0;5;2;1;0;0;1;PLDP
R3;723;5691;ŠALOVCI - ÈEPINCI;0;6.638;719;Šalovci;MWTC1;395;1;366;3;22;2;1;0;0;2;PLDP
R3;723;5657;ÈEPINCI - MEJA MADŽARSKA;0;2.524;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
R3;724;5693;HODOŠ - DOMANJŠEVCI;0;5.055;720;Krplivnik;MWTC1;130;0;39;2;86;2;1;0;0;2;PLDP
R3;724;5694;DOMANJŠEVCI ;0;1.060;;;P;110;0;97;1;10;1;1;0;0;1;PLDP
R3;724;5661;DOMANJŠEVCI - BERKOVCI;0;3.770;;;P;150;0;127;1;20;1;1;0;0;1;PLDP
R3;724;4210;BERKOVCI - KOBILJE;0;12.943;721;Motvarjevci;MWTC1;365;0;315;10;30;5;5;0;0;8;PLDP
R3;725;5672;MARTJANCI - SEBEBORCI;0;3.167;43;Sebeborci;MWTC1;1.760;6;1.638;8;87;18;3;0;0;9;PLDP
R3;725;5677;SEBEBORCI - TRAKŠAROV BREG;0;3.973;712;Andrejci;MWTC1;830;5;750;3;54;15;3;0;0;6;PLDP
R3;725;5678;TRAKŠAROV BREG -  FOKOVCI;0;440;;;P;500;3;463;5;21;8;0;0;0;4;PLDP
R3;725;5668;FOKOVCI - PROSENJAKOVCI;0;7.693;492;Fokovci;MWTC1;865;10;797;9;38;8;1;1;1;7;PLDP
R3;726;1321;RENKOVCI - ÈRENŠOVCI;0;8.219;359;Turnišèe;QLTC10;3.032;21;2.707;22;186;22;38;11;25;56;PLDP
R3;726;1322;ÈRENŠOVCI - RAZKRIŽJE;0;6.210;360;Sr. Bistrica;QLTC10;2.416;32;2.118;8;186;24;23;6;19;36;PLDP
R3;726;1324;STROÈJA VAS - PAVLOVCI;0;13.355;140;Miklavž pri Ormožu;QLTC10;691;10;610;3;42;9;10;3;4;13;PLDP
R3;727;1326;RAZKRIŽJE - MEJA RH;0;475;;;P;200;2;188;0;10;0;0;0;0;0;PLDP
