Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. zaèetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip   štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlaèilci;Dnevni NOO;Tip
AC;A5;0812;LIPOVCI - GANÈANI;0;4.290;1055;Ganèani;QLTC8;13.216;22;7.108;70;1.620;152;84;400;3.760;3.452;PLDP
AC;A5;0812;GANÈANI - TURNIŠÈE;4.290;9.536;1047;Dolinsko AC;QLTC8;12.591;21;6.492;71;1.573;163;63;426;3.782;3.487;PLDP
AC;A5;0813;TURNIŠÈE - DOLGA VAS;0;9.628;1048;Mostje AC;QLTC8;11.903;21;5.918;69;1.492;144;64;408;3.787;3.470;PLDP
AC;A5;0814;DOLGA VAS - LENDAVA;0;3.963;884;Lendava AC;QLTC8;10.256;19;5.383;70;1.435;155;75;275;2.844;2.617;PLDP
AC;A5;0185;PRIKLJ. LENDAVA - MS;0;286;885;Priklj. Lendava-MS;QLTC8;3.492;7;2.706;7;310;51;57;52;302;323;PLDP
AC;A5;0185;PRIKLJ. LENDAVA - PINCE;286;669;886;Priklj. Lendava-Pince;QLTC8;223;1;120;1;44;6;4;3;44;42;PLDP
AC;A5;0816;LENDAVA - PINCE;0;8.432;2010;Pince AC;QLTC8;6.678;11;2.511;63;1.138;111;31;229;2.584;2.339;PLDP
AC;A5;0816;PINCE - MP PINCE;8.432;8.709;;;P;5.400;10;1.345;30;1.100;100;25;220;2.570;2.292;PLDP
HC;H3;0085;LJ (ZADOBROVA  - LESKOVŠKOVA C.);0;920;179;SV Obvoznica;QLTC8;66.505;159;55.184;131;6.107;767;514;592;3.051;3.416;PLDP
HC;H3;0085;LJ (LESKOŠKOVA C. - ŠMARTINSKA);920;1.512;891;S obvoznica BTC HC;QLTC8;48.402;110;39.248;132;4.818;560;372;430;2.732;2.920;PLDP
HC;H3;0086;LJ (ŠMARTINSKA - TOMAÈEVO);0;2.081;;;P;67.000;120;56.330;120;5.900;650;410;470;3.000;3.199;PLDP
HC;H3;0088;LJ (TOMAÈEVO  -  DUNAJSKA);0;1.238;;;P;68.500;130;57.360;110;6.000;660;440;500;3.300;3.469;PLDP
HC;H3;0089;LJ (DUNAJSKA - SAVLJE);0;948;;;P;68.000;140;56.440;100;6.500;680;450;490;3.200;3.384;PLDP
HC;H3;0089;LJ (SAVLJE - IND. CONA ŠIŠKA);948;2.188;174;S Obvoznica;QLTC8;66.000;158;54.786;96;6.378;672;482;524;2.904;3.180;PLDP
HC;H3;0089;LJ (IND. CONA ŠIŠKA - CELOVŠKA);2.188;2.652;;;P;72.000;155;60.225;90;6.600;690;550;490;3.200;3.415;PLDP
HC;H3;0090;LJ (CELOVŠKA  -  VODNIKOVA);0;666;;;P;65.500;160;53.940;80;6.300;750;600;510;3.160;3.427;PLDP
HC;H3;0090;LJ (VODNIKOVA  -  PODUTIK);666;1.477;199;Dravlje HC;QLTC8;62.130;172;50.788;82;6.060;774;582;520;3.152;3.431;PLDP
HC;H3;0090;LJ (PODUTIK - KOSEZE);1.477;2.735;1010;R Koseze (LJsev-Brdo);QLTC8;47.525;129;38.466;75;4.587;631;442;428;2.767;2.953;PLDP
HC;H4;0374;NANOS - (RAZDRTO) - PODNANOS - VIPAVA;0;12.449;2110;Nanos HC;QLTC8;16.200;31;9.793;65;1.871;305;133;496;3.506;3.385;PLDP
HC;H4;0451;PRIKLJ. VIPAVA;0;250;1039;Priklj. Vipava-Razdrto;QLTC8;1.733;4;1.390;8;223;29;24;12;43;67;PLDP
HC;H4;0451;PRIKLJ. VIPAVA;250;510;1046;Priklj. Vipava-NG;QLTC8;2.717;5;2.439;2;246;28;26;14;47;68;PLDP
HC;H4;0375;VIPAVA - AJDOVŠÈINA;0;6.763;865;Dolga Poljana HC;QLTC8;16.953;25;10.451;45;1.952;292;136;474;3.578;3.408;PLDP
HC;H4;0376;AJDOVŠÈINA - SELO;0;9.159;635;Ajdovšèina HC;QLTC8;17.638;30;11.267;37;1.969;223;135;382;3.595;3.322;PLDP
HC;H4;0443;PRIKLJ. SELO - AJDOVŠÈINA;0;150;866;Priklj. Selo-Ajdovšèina;QLTC8;1.297;16;1.104;1;100;18;23;6;29;42;PLDP
HC;H4;0443;PRIKLJ.SELO - VRTOJBA;150;322;867;Priklj. Selo-Vrtojba;QLTC8;2.085;6;1.774;2;202;26;27;8;40;57;PLDP
HC;H4;0378;SELO  -  VOGRSKO;0;6.743;816;Selo HC;QLTC8;16.856;41;10.597;36;1.868;216;133;381;3.584;3.309;PLDP
HC;H4;0379;VOGRSKO - ŠEMPETER;0;4.760;815;Bazara HC;QLTC8;13.323;22;7.836;30;1.432;143;77;350;3.433;3.117;PLDP
HC;H4;0380;ŠEMPETER - VRTOJBA;0;1.625;880;Šempeter HC;QLTC8;9.153;20;4.162;39;1.015;120;51;372;3.374;3.078;PLDP
HC;H4;0380;VRTOJBA - MP VRTOJBA;1.625;2.246;671;MT Vrtojba;QLTC8;8.937;22;3.814;33;878;126;74;357;3.633;3.279;PLDP
HC;H5;0388;MP ŠKOFIJE  -  PLAVJE;0;552;651;MT Škofije;QLTC8;9.006;140;7.178;36;674;83;37;99;759;749;PLDP
HC;H5;0388;PLAVJE - ŠKOFIJE;552;2.129;860;Škofije HC;QLTC8;7.442;69;5.796;25;596;72;35;97;752;731;PLDP
HC;H5;0388;ŠKOFIJE - PRIKLJ. SRMIN;2.129;2.962;;;P;9.500;75;7.780;30;650;75;40;100;750;738;PLDP
HC;H5;0388;PRIKLJ. SRMIN - SRMIN (A1);2.962;4.153;;;P;12.500;80;10.695;40;700;80;50;100;755;754;PLDP
HC;H5;0456;PRIKLJUÈEK PLAVJE - KP;0;100;861;Priklj. Plavje-KP;QLTC8;567;4;508;0;46;4;2;1;2;4;PLDP
HC;H5;0456;PRIKLJUÈEK PLAVJE - MP;100;146;862;Priklj. Plavje-MP;QLTC8;2.136;75;1.893;12;123;16;5;2;10;25;PLDP
HC;H5;0236;SERMIN - BERTOKI;0;1.128;;;P;42.000;200;34.890;130;3.400;230;250;400;2.500;2.568;PLDP
HC;H5;0237;BERTOKI - KP(ŠKOCJAN);0;2.545;11;Bertoki HC;QLTC8;40.252;286;35.438;134;3.368;246;214;82;484;695;PLDP
HC;H6;0238;KOPER (SLAVÈEK - SEMEDELA);0;1.120;;;P;35.000;290;31.915;80;2.300;140;160;25;90;246;PLDP
HC;H6;0389;KOPER (SEMEDELA) - IZOLA;0;4.116;;;P;23.000;280;20.185;70;2.100;120;145;20;80;216;PLDP
HC;H7;0815;A5 - DOLGA VAS;0;1.501;;;P;4.300;30;1.915;10;290;310;35;210;1.500;1.480;PLDP
HC;H7;0817;DOLGA VAS - RONDO DOLGA VAS;0;2.025;;;P;3.500;25;1.245;10;260;280;30;200;1.450;1.422;PLDP
G1;1;0240;MP VIÈ - DRAVOGRAD;0;3.590;663;MT Viè;QLTC10;1.993;37;1.419;1;199;26;11;47;253;222;PLDP
G1;1;0241;DRAVOGRAD - RADLJE;0;16.005;60;Gortina;QLTC10;7.347;85;5.958;36;738;108;100;61;261;616;WIM
G1;1;0242;RADLJE ;0;2.686;923;Radeljska obvoznica;QLTC10;5.664;58;4.617;7;566;92;84;48;192;233;PLDP
G1;1;0243;RADLJE - BREZNO;0;9.127;605;Brezno;QLTC10;4.343;56;3.459;34;466;72;46;40;170;205;PLDP
G1;1;0244;BREZNO - RUTA;0;9.569;573;Ožbalt;QLTC8;4.004;56;3.151;35;434;75;46;40;167;204;PLDP
G1;1;0245;RUTA - SELNICA;0;10.500;600;Zgornji Boè;QLTC10;4.537;58;3.593;36;505;62;68;38;177;118;DIST
G1;1;0245;SELNICA - MB(OTOK);10.500;19.220;61;Brestrnica;QLTC10;8.113;77;6.758;84;697;115;94;52;236;175;DIST
G1;1;0245;MB (OTOK) - MB (KOROŠKI MOST);19.220;20.688;900;MB Kamnica;QLTC10;13.952;96;12.145;92;1.085;116;133;50;235;186;WIM
G1;1;0326;MB (KOR. MOST - C. PROLE. BRIGAD);0;2.014;18;MB Koroški most;QLTC8;25.533;132;23.136;115;1.529;173;129;59;260;391;PLDP
G1;1;0364;MB (C. PROLE. BRIGAD  -  TRŽAŠKA C.);0;2.227;;;P;27.000;100;24.385;170;1.600;230;125;80;310;485;PLDP
G1;1;0246;MB (TRŽAŠKA) - MIKLAVŽ;0;3.532;19;MB Ptujska;QLTC10;20.001;95;17.306;175;1.520;232;122;85;466;599;PLDP
G1;2;1290;SL.BISTRICA - PRAGERSKO;0;3.925;196;Devina;QLTC10;8.116;55;6.657;11;694;178;146;76;299;536;WIM
G1;2;0392;PRAGERSKO - ŠIKOLE;0;5.323;641;Šikole 2;QLTC10;4.733;57;3.576;10;489;157;96;76;272;469;DIST
G1;2;0393;ŠIKOLE - KIDRIÈEVO;0;6.850;426;Šikole 3;QLTC8;5.678;63;4.394;9;534;161;143;67;307;525;DIST
G1;2;0393;KIDRIÈEVO - HAJDINA;6.850;7.950;792;Njiverce;QLTC8;10.327;76;8.627;23;800;189;193;80;339;623;DIST
G1;2;0395;PTUJ(TURNIŠÈE - BUDINA);0;1.642;670;Ptuj jezero;QLTC10;15.437;53;12.574;23;1.362;292;203;200;730;829;PLDP
G1;2;0249;PTUJ - SPUHLJA;0;2.226;638;Ptuj Vzhod;QLTC10;14.493;71;12.146;69;1.176;217;112;152;550;596;DIST
G1;2;0250;SPUHLJA - GORIŠNICA;0;8.030;424;Borovci;QLTC10;8.160;49;6.911;25;641;114;79;78;263;297;WIM
G1;2;0250;GORIŠNICA - ORMOŽ;8.030;17.688;62;Cvetkovci;QLTC10;5.958;45;4.857;25;530;98;79;71;253;282;DIST
G1;2;0398;ORMOŽ Z  -  ORMOŽ V;0;3.020;574;Ormož;QLTC10;3.776;29;2.932;8;340;86;65;69;247;259;DIST
G1;2;1313;ORMOŽ - SREDIŠÈE OB DRAVI;0;9.000;355;Grabe;QLTC10;2.511;22;1.926;13;184;56;39;56;215;277;DIST
G1;2;1313;SREDIŠÈE OB DRAVI  -  MP SRED.;9.000;11.855;522;MP Središèe ob Dravi;QLTC10;807;4;433;11;70;36;17;52;184;230;DIST
G1;4;1257;DRAVOGRAD - OTIŠKI VRH;0;1.448;480;Dravograd;QLTC8;13.153;152;11.199;115;1.033;151;132;75;296;512;DIST
G1;4;1258;OTIŠKI VRH - SL.GRADEC;0;9.170;131;Bukovska vas;QLTC8;9.979;82;8.104;58;944;153;163;103;372;578;WIM
G1;4;1445;SL.GRADEC ;0;1.910;;;P;7.500;85;5.512;60;1.050;180;163;100;350;468;PLDP
G1;4;1259;SL.GRADEC - LUŽNIK;0;6.600;329;Šmartno SG;QLTC10;11.849;105;9.836;67;1.069;172;142;99;359;692;DIST
G1;4;1259;LUŽNIK - GORNJI DOLIÈ;6.600;12.897;621;Mislinja;QLTC10;9.455;92;7.584;58;963;126;171;94;367;689;DIST
G1;4;1260;GORNJI DOLIÈ - VELENJE;0;11.476;315;Paka pri Velenju;QLTC8;9.092;93;7.428;59;827;126;131;93;335;629;DIST
G1;4;1261;VELENJE - ÈRNOVA;0;7.427;132;Èrnova;QLTC10;17.290;134;14.699;83;1.441;204;112;151;466;862;WIM
G1;4;1262;ÈRNOVA - ARJA VAS;0;7.014;133;Velika Pirešica;QLTC8;13.632;89;11.121;63;1.306;209;199;156;489;934;DIST
G1;5;1401;PRIKLJ. CELJE Z - MEDLOG;0;3.613;689;Medlog;QLTC10;6.669;16;5.639;14;583;85;100;48;184;351;DIST
G1;5;0370;MEDLOG - CELJE;0;3.242;417;Celje Lava;QLTC10;13.450;123;11.752;40;869;204;166;78;218;528;DIST
G1;5;0328;CELJE - CE(POLULE);0;2.000;;;P;17.000;120;15.165;45;950;180;130;100;310;416;PLDP
G1;5;0328;CE (POLULE) - LAŠKO;2.000;11.000;90;Košnica;QLTC8;12.601;100;10.765;42;992;177;122;96;307;345;WIM
G1;5;0328;LAŠKO - ŠMARJETA;11.000;17.325;580;Strmca;QLTC10;8.276;87;6.864;40;721;134;98;70;262;284;DIST
G1;5;0329;ŠMARJETA - RIMSKE TOPLICE;0;1.050;91;Rimske Toplice;QLTC10;5.781;64;4.630;31;513;127;85;67;264;272;DIST
G1;5;0330;RIM.TOPLICE - ZIDANI MOST;0;6.750;739;Zidani Most;QLTC10;4.393;56;3.371;12;437;106;82;62;267;256;DIST
G1;5;0331;ZIDANI MOST - RADEÈE;0;2.997;92;Radeèe;QLTC10;5.457;71;4.481;12;479;112;50;59;193;199;DIST
G1;5;0360;RADEÈE ;0;520;;;P;6.200;70;5.140;15;550;110;55;60;200;243;PLDP
G1;5;0332;RADEÈE - BOŠTANJ;0;11.249;101;Vrhovo;QLTC10;4.621;66;3.735;17;396;98;55;56;198;202;DIST
G1;5;0333;BOŠTANJ;0;790;581;Boštanj;QLTC8;9.979;101;8.405;38;820;149;136;100;230;299;DIST
G1;5;0334;BOŠTANJ - IMPOLJCA;0;4.490;932;Log pri Sevnici;QLTC10;5.933;66;4.820;26;564;110;79;84;184;266;PLDP
G1;5;0335;IMPOLJCA - BRESTANICA;0;9.790;630;Impoljca;QLTC10;4.804;58;3.874;11;450;88;71;77;175;237;PLDP
G1;5;0361;BRESTANICA - KRŠKO;0;3.900;103;Krško;QLTC10;5.103;48;4.554;26;412;30;16;5;12;42;PLDP
G1;5;0336;KRŠKO - LESKOVEC;0;2.620;95;Žadovinek;QLTC10;8.391;52;7.555;24;612;53;34;16;45;85;PLDP
G1;5;0336;LESKOVEC - DRNOVO;2.620;4.925;931;Leskovec pri Krškem;QLTC10;10.886;59;9.185;32;960;144;145;93;268;372;PLDP
G1;6;0338;POSTOJNA - PIVKA;0;10.260;82;Prestranek;QLTC8;11.604;73;10.091;20;795;114;115;53;343;585;WIM
G1;6;0339;PIVKA - RIBNICA;0;9.945;615;Mala Pristava;QLTC10;2.911;43;2.216;53;306;53;27;38;175;325;DIST
G1;6;0340;RIBNICA - PREM;0;4.215;474;Dolnja Bitnja;QLTC10;3.425;50;2.649;16;364;53;30;39;224;220;PLDP
G1;6;0341;PREM - IL.BISTRICA;0;6.227;516;Topolc;MWTC1;4.200;50;3.369;16;400;65;35;40;225;227;PLDP
G1;6;1377;ILIRSKA BISTRICA (NIKOLA TESLA);0;2.495;926;Obvoznica Ilirska Bistrica;QLTC10;4.587;54;3.684;14;450;60;50;51;224;238;PLDP
G1;6;0343;IL.BISTRICA - DOLNJI ZEMON;0;2.800;83;Koseze;QLTC10;6.629;80;5.616;16;644;47;36;23;167;170;PLDP
G1;6;0343;DOLNJI ZEMON  -  MP JELŠANE;2.800;9.961;504;MP Jelšane;QLTC8;3.416;53;2.705;23;395;32;13;30;165;164;PLDP
G1;7;0356;MP STAROD - PODGRAD;0;6.561;503;MP Starod;QLTC8;3.198;47;2.202;28;345;36;14;48;478;571;DIST
G1;7;0355;PODGRAD - OBROV;0;5.900;526;Male Loèe;QLTC10;4.950;66;3.706;30;476;53;27;54;538;653;WIM
G1;7;0354;OBROV - KOZINA;0;14.889;604;Gradišèe;QLTC10;5.322;55;4.012;20;518;54;55;66;542;679;DIST
G1;7;0353;KOZINA - MP KOZINA;0;3.040;652;MT Kozina;QLTC8;3.209;90;2.606;25;430;24;7;4;23;42;PLDP
G1;8;0213;LJ(ŠENTVID  -  OBVOZNICA);0;2.900;725;LJ Celovška Dravlje;QLTC8;35.303;214;31.502;485;2.448;202;134;82;236;612;PLDP
G1;9;0351;PODLEHNIK-GRUŠKOVJE;0;5.704;;;P;8.370;75;6.085;58;938;51;68;106;989;843;PLDP
G1;11;1062;KOPER - ŠMARJE;0;6.000;149;Koper;QLTC8;13.577;177;11.661;18;1.200;93;97;29;302;180;DIST
G1;11;1062;ŠMARJE - DRAGONJA;6.000;13.650;150;Pesjanci;QLTC10;8.005;118;6.428;23;1.012;56;55;27;286;158;DIST
G1;11;1062;DRAGONJA - MP DRAGONJA;13.650;14.724;14;MP Dragonja;QLTC44;6.207;60;5.332;15;500;35;40;25;200;112;WIM
G1;11;1475;SLAVÈEK -  KOPER;0;700;;;P;21.000;120;19.320;150;1.000;100;80;60;170;308;PLDP
G1;11;1475;KOPER - ŠKOCJANSKI ZATOK;700;1.770;;;P;14.000;50;12.530;100;950;75;80;55;160;263;PLDP
G1;11;1475;ŠKOCJANSKI ZATOK - LUKA KOPER;1.770;2.424;;;P;5.000;20;2.523;2;240;30;35;350;1.800;1.529;PLDP
G2;101;0232;MP LJUBELJ - BISTRICA(TRŽIÈ);0;12.500;660;MT Ljubelj;QLTC10;1.581;68;1.315;3;187;6;1;0;1;4;PLDP
G2;101;0231;BISTRICA(TRŽIÈ) - ZVIRÈE;0;3.280;3;Kovor;QLTC8;9.671;74;8.530;11;862;68;49;16;61;99;PLDP
G2;101;0230;ZVIRÈE - PODTABOR;0;1.228;554;Zvirèe;MWTC1;9.400;25;8.205;10;950;90;50;10;60;189;WIM
G2;102;1031;MP ROBIÈ - ROBIÈ;0;4.800;655;MT Robiè;QLTC10;537;32;432;1;40;6;2;9;15;20;PLDP
G2;102;1031;ROBIÈ - STARO SELO;4.800;5.602;914;Staro selo;QLTC10;1.636;47;1.391;2;145;13;13;11;14;28;PLDP
G2;102;1030;STARO SELO - KOBARID;0;3.320;212;Kobarid;MWTC1;1.700;50;1.482;10;110;13;10;10;15;31;PLDP
G2;102;1005;KOBARID - IDRSKO;0;2.200;679;Idrsko;QLTC10;4.274;163;3.546;15;399;44;57;17;33;80;PLDP
G2;102;1006;IDRSKO - PERŠETI;0;11.715;97;Peršeti;QLTC8;4.756;156;3.960;15;424;62;75;22;42;103;PLDP
G2;102;1040;PERŠETI - MOST NA SOÈI;0;7.334;405;Prapetno;QLTC10;4.148;100;3.530;23;347;61;46;19;22;78;PLDP
G2;102;1039;MOST NA SOÈI - BAÈA;0;2.205;533;Most na Soèi;MWTC1;4.200;95;3.645;20;320;45;45;10;20;64;PLDP
G2;102;1038;BAÈA - DOL. TREBUŠA;0;8.550;104;Slap ob Idrijci;QLTC10;2.464;91;2.012;18;228;29;42;15;29;67;PLDP
G2;102;1037;DOL TREBUŠA - ŽELIN;0;13.118;406;Stopnik;QLTC10;1.879;87;1.454;18;217;34;28;16;25;60;PLDP
G2;102;1036;ŽELIN - SP. IDRIJA(MAROF);0;11.300;447;Otalež;QLTC10;2.639;81;2.189;32;219;50;28;13;27;72;PLDP
G2;102;1035;SP. IDRIJA;0;1.900;;;P;5.500;85;4.785;60;400;70;50;20;30;110;PLDP
G2;102;1034;SP. IDRIJA - GODOVIÈ;0;13.194;617;Idrija;QLTC8;4.118;114;3.369;65;384;71;45;22;48;145;DIST
G2;102;1033;GODOVIÈ - KALCE;0;11.312;100;Hotedršica;QLTC10;3.959;93;3.177;32;398;71;52;35;101;180;WIM
G2;102;1460;KALCE - LOGATEC;0;3.490;74;Kalce;QLTC10;6.167;238;4.933;64;585;102;76;50;119;250;DIST
G2;102;1461;LOGATEC - PRIKLJ. LOGATEC;0;1.672;395;Logatec 2;QLTC10;11.361;68;9.338;16;1.192;150;157;94;346;425;PLDP
G2;103;1007;PERŠETI - UŠNIK;0;4.015;546;Volèe;MWTC1;3.800;110;3.195;20;330;60;40;15;30;76;PLDP
G2;103;1008;UŠNIK - KANAL;0;12.580;616;Doblar;QLTC10;3.456;111;2.843;18;328;59;36;14;47;84;PLDP
G2;103;1008;KANAL - PLAVE;12.580;20.070;754;Deskle;QLTC10;5.833;119;4.785;18;455;69;48;25;314;287;PLDP
G2;103;1009;PLAVE - SOLKAN;0;10.070;99;Solkan;QLTC10;6.386;121;5.290;21;485;71;57;28;313;294;PLDP
G2;103;1390;SOLKAN-NOVA GORICA (KROMBERK);0;1.972;693;Solkan 3;QLTC8;8.933;142;7.467;18;723;106;131;34;312;2.947;WIM
G2;103;1486;KROMBERK  -  ROŽNA DOLINA;0;2.589;222;Panovec;QLTC8;21.121;178;18.879;124;1.389;132;113;27;279;369;PLDP
G2;103;1447;NG(R. DOLINA)  -  ŠEMPETER;0;2.315;227;Šempeter RD;QLTC10;11.440;91;9.996;15;845;86;86;31;290;294;PLDP
G2;104;1136;KRANJ - LETALIŠÈE BRNIK;0;6.000;200;KR Primskovo 1;QLTC8;26.128;126;22.810;77;2.256;268;180;93;318;1.861;DIST
G2;104;1136;LETALIŠÈE BRNIK - SP.BRNIK;6.000;8.640;627;Brnik;QLTC8;9.295;103;7.336;60;1.023;180;158;69;366;1.764;DIST
G2;104;1137;SP.BRNIK - MOSTE;0;5.953;781;Komenda;QLTC10;8.943;95;7.046;42;979;212;126;77;366;1.721;WIM
G2;104;1138;MOSTE - MENGEŠ;0;3.900;115;Topole;QLTC10;11.711;80;9.322;46;1.360;222;166;81;434;517;PLDP
G2;104;1496;MENGEŠ (SLOVENSKA C.) ;0;1.548;;;P;8.500;80;7.280;40;750;100;80;40;130;203;PLDP
G2;104;1388;MENGEŠ (KAMNIŠKA C. - KOLODVORSKA C.) ;0;802;;;P;9.500;85;7.590;25;800;280;220;100;400;533;PLDP
G2;104;1139;MENGEŠ (KOLODVORSKA C.) - LOKA;0;1.975;918;Mengeš;QLTC8;14.610;90;11.793;24;1.396;290;242;118;657;738;PLDP
G2;104;1139;LOKA - TRZIN;1.975;4.530;116;Loka;QLTC8;15.672;96;13.342;59;1.336;200;179;65;395;486;PLDP
G2;104;0295;TRZIN - LJ(ÈRNUÈE);0;3.687;73;Trzin;QLTC8;31.408;193;27.131;166;2.672;367;263;105;511;737;PLDP
G2;104;0087;LJ (ÈRNUÈE - BRNÈIÈEVA);0;890;172;S Vpadnica;QLTC8;30.852;141;26.643;52;2.772;350;267;97;530;676;PLDP
G2;104;0087;LJ (BRNÈIÈEVA - TOMAÈEVO);890;2.870;;;P;38.000;145;33.140;55;2.900;460;470;130;700;939;PLDP
G2;105;0254;NOVO MESTO (AC - LOÈNA);0;910;;;P;13.300;70;10.900;40;1.250;240;210;190;400;591;PLDP
G2;105;0257;NOVO MESTO (LOÈNA - KRKA);0;1.070;193;NM Loèna;QLTC10;17.264;60;15.088;34;1.271;153;109;171;378;187;DIST
G2;105;1511;NOVO MESTO (KRKA) ;0;940;118;NM Obvoznica;QLTC8;16.382;67;14.159;35;1.217;185;151;177;391;203;DIST
G2;105;0255;NOVO MESTO (KRKA - REVOZ);0;1.805;177;NM Žabja vas;QLTC8;11.572;59;9.647;55;926;171;159;176;379;204;DIST
G2;105;0256;NOVO MESTO (REVOZ) - METLIKA;0;26.301;607;Gorjanci;QLTC10;4.861;44;3.961;33;447;64;46;62;204;92;WIM
G2;105;0258;METLIKA - MP METLIKA;0;1.480;155;MP Metlika;QLTC8;2.128;11;1.672;16;150;23;13;58;185;73;DIST
G2;106;0215;LJ (RUDNIK) - ŠKOFLJICA;0;4.555;6;Škofljica;QLTC8;15.918;126;13.654;144;1.329;178;185;87;215;422;PLDP
G2;106;0260;ŠKOFLJICA;0;520;;;P;14.000;90;12.315;100;950;150;145;80;170;335;PLDP
G2;106;0261;ŠKOFLJICA - RAŠICA;0;16.290;117;Želimlje;QLTC10;8.238;82;6.898;63;776;105;97;56;161;504;WIM
G2;106;0262;RAŠICA - ŽLEBIÈ;0;12.425;410;Žlebiè;QLTC10;6.729;80;5.620;51;641;91;74;49;123;402;DIST
G2;106;0263;ŽLEBIÈ - BREG;0;2.300;;;P;6.000;85;4.890;50;620;100;75;50;130;417;DIST
G2;106;0263;BREG - HROVAÈA;2.300;4.500;;;P;9.000;95;7.735;50;740;110;75;55;140;442;DIST
G2;106;0263;HROVAÈA - DOLENJA VAS;4.500;9.490;751;Gorièa vas;QLTC10;8.535;112;7.283;51;720;108;70;46;145;433;DIST
G2;106;0263;DOLENJA VAS - KOÈEVJE;9.490;18.779;619;Stara Cerkev;QLTC10;5.961;68;5.100;47;461;60;66;39;120;320;WIM
G2;106;0264;KOÈEVJE ;0;1.900;;;P;7.400;80;6.685;40;330;50;65;40;110;170;PLDP
G2;106;0264;KOÈEVJE - LIVOLD;1.900;6.269;744;Koèevje;QLTC10;4.738;78;4.160;13;318;36;62;23;48;94;PLDP
G2;106;0265;LIVOLD - ŠTALCERJI;0;6.200;119;Štalcerji;QLTC10;1.928;60;1.636;9;139;17;24;17;26;50;PLDP
G2;106;0265;ŠTALCERJI - FARA;6.200;21.580;750;Banja Loka;MWTC1;1.600;50;1.306;9;140;20;25;15;35;56;PLDP
G2;106;0266;FARA - PETRINA;0;2.450;742;Petrina 1;QLTC10;719;47;563;2;61;5;6;7;28;30;PLDP
G2;106;0266;PETRINA - MP PETRINA;2.450;2.560;507;MP Petrina;ROÈNO;310;40;239;2;25;2;2;0;0;3;PLDP
G2;106;0216;ŠKOFLJICA - ŠMARJE SAP;0;2.669;26;Škofljica 2;QLTC10;5.851;50;4.969;19;610;63;52;33;55;112;PLDP
G2;107;1274;CELJE - ŠTORE;0;4.500;420;Celje Teharje;QLTC8;15.783;88;13.533;72;1.144;216;181;92;457;2.154;DIST
G2;107;1274;ŠTORE -  ŠENTJUR;4.500;10.902;134;Šentjur;QLTC10;11.577;76;9.974;63;810;159;113;75;307;1.513;WIM
G2;107;1275;ŠENTJUR - ŠMARJE PRI JELŠAH;0;11.300;622;Stopèe;QLTC10;8.766;60;7.450;30;658;124;91;75;278;99;WIM
G2;107;1275;ŠMARJE PRI JELŠAH - MESTINJE;11.300;14.255;188;Mestinje;QLTC10;8.512;51;7.193;41;659;142;87;72;267;99;DIST
G2;107;1238;MESTINJE - PODPLAT;0;2.060;756;Podplat 3;QLTC10;8.940;75;7.468;29;725;175;104;84;280;106;DIST
G2;107;1276;PODPLAT - TEKAÈEVO;0;2.450;136;Podplat 2;QLTC8;8.595;49;7.338;34;649;127;108;54;236;89;DIST
G2;107;1276;TEKAÈEVO  -  KOTEC;2.450;10.600;687;Cerovec;QLTC10;4.258;35;3.556;5;315;69;49;38;191;60;DIST
G2;107;1276;KOTEC - ROGATEC;10.600;12.530;696;Brezovec;QLTC10;5.016;45;4.315;26;301;53;43;35;198;62;DIST
G2;107;1277;ROGATEC;0;2.000;;;P;2.800;40;2.255;20;180;45;25;35;200;199;PLDP
G2;107;1277;ROGATEC - MP DOBOVEC;2.000;7.777;337;MP Dobovec;QLTC8;1.373;7;1.012;9;91;24;15;32;183;168;PLDP
G2;108;1180;ÈRNUÈE - ŠENTJAKOB;0;3.580;120;Šentjakob;QLTC10;9.641;63;7.768;22;1.183;199;157;63;186;427;DIST
G2;108;1181;ŠENTJAKOB - DOLSKO;0;7.000;114;Dol;QLTC8;12.044;84;10.495;47;1.030;123;115;43;107;298;DIST
G2;108;1181;DOLSKO - RIBÈE;7.000;14.870;121;Senožeti;QLTC10;8.018;69;6.933;21;672;98;86;37;102;240;DIST
G2;108;1182;RIBÈE - LITIJA;0;13.422;678;Zgornji Log;QLTC10;7.769;74;6.660;21;678;91;96;34;115;253;WIM
G2;108;1183;LITIJA - ZAGORJE;0;14.981;620;Renke;QLTC10;4.393;69;3.688;17;371;80;56;23;89;185;DIST
G2;108;1184;ZAGORJE - TRBOVLJE;0;4.316;122;Trbovlje 4;QLTC8;6.989;25;6.247;10;405;82;73;20;127;225;DIST
G2;108;1185;TRBOVLJE - HRASTNIK;0;5.162;123;Hrastnik;QLTC10;5.603;64;4.747;56;406;78;105;19;128;280;DIST
G2;108;1186;HRASTNIK - ZIDANI MOST;0;8.291;124;Suhadol;QLTC8;1.248;18;1.137;0;90;2;1;0;0;1;PLDP
G2;109;1453;DOLGA VAS - MP DOLGA VAS;0;584;141;MT Dolga vas;QLTC8;3.274;21;1.302;8;239;28;17;241;1.418;1.181;PLDP
